_tid_,timestamp,value,seasonal,trend,resid,thr1,thr2
1932,1932.0,0.33,0.205,0.12,0.005,-0.2616495891895856,0.2270711099211401
1933,1933.0,0.45,0.31,0.12,0.02,-0.2616495891895856,0.2270711099211401
1934,1934.0,0.48,0.3399999999999999,0.12,0.02,-0.2616495891895856,0.2270711099211401
1935,1935.0,0.43,0.3,0.12,0.01,-0.2616495891895856,0.2270711099211401
1936,1936.0,0.4,0.27,0.12,0.01,-0.2616495891895856,0.2270711099211401
1937,1937.0,0.39,0.25,0.12,0.02,-0.2616495891895856,0.2270711099211401
1938,1938.0,0.42,0.2799999999999999,0.12,0.02,-0.2616495891895856,0.2270711099211401
1939,1939.0,0.55,0.4,0.12,0.03,-0.2616495891895856,0.2270711099211401
1940,1940.0,0.6,0.4499999999999999,0.12,0.03,-0.2616495891895856,0.2270711099211401
1941,1941.0,0.57,0.42,0.12,0.0299999999999999,-0.2616495891895856,0.2270711099211401
1942,1942.0,0.52,0.37,0.12,0.03,-0.2616495891895856,0.2270711099211401
1943,1943.0,0.47,0.3399999999999999,0.12,0.01,-0.2616495891895856,0.2270711099211401
1944,1944.0,0.47,0.33,0.12,0.0199999999999999,-0.2616495891895856,0.2270711099211401
1945,1945.0,0.53,0.4,0.12,0.01,-0.2616495891895856,0.2270711099211401
1946,1946.0,0.57,0.4299999999999999,0.12,0.02,-0.2616495891895856,0.2270711099211401
1947,1947.0,0.55,0.41,0.12,0.02,-0.2616495891895856,0.2270711099211401
1948,1948.0,0.49,0.36,0.12,0.01,-0.2616495891895856,0.2270711099211401
1949,1949.0,0.45,0.31,0.12,0.02,-0.2616495891895856,0.2270711099211401
1950,1950.0,0.42,0.2799999999999999,0.12,0.02,-0.2616495891895856,0.2270711099211401
1951,1951.0,0.4,0.26,0.12,0.02,-0.2616495891895856,0.2270711099211401
1952,1952.0,0.4,0.25,0.12,0.03,-0.2616495891895856,0.2270711099211401
1953,1953.0,0.38,0.2299999999999999,0.12,0.03,-0.2616495891895856,0.2270711099211401
1954,1954.0,0.34,0.2099999999999999,0.12,0.01,-0.2616495891895856,0.2270711099211401
1955,1955.0,0.33,0.18,0.12,0.03,-0.2616495891895856,0.2270711099211401
1956,1956.0,0.3,0.1699999999999999,0.12,0.01,-0.2616495891895856,0.2270711099211401
1957,1957.0,0.29,0.15,0.12,0.0199999999999999,-0.2616495891895856,0.2270711099211401
1958,1958.0,0.28,0.14,0.12,0.02,-0.2616495891895856,0.2270711099211401
1959,1959.0,0.27,0.13,0.12,0.02,-0.2616495891895856,0.2270711099211401
1960,1960.0,0.25,0.1,0.12,0.03,-0.2616495891895856,0.2270711099211401
1961,1961.0,0.23,0.09,0.12,0.02,-0.2616495891895856,0.2270711099211401
1962,1962.0,0.22,0.0799999999999999,0.12,0.02,-0.2616495891895856,0.2270711099211401
1963,1963.0,0.21,0.07,0.12,0.0199999999999999,-0.2616495891895856,0.2270711099211401
1964,1964.0,0.2,0.0699999999999999,0.12,0.01,-0.2616495891895856,0.2270711099211401
1965,1965.0,0.19,0.05,0.12,0.0199999999999999,-0.2616495891895856,0.2270711099211401
1966,1966.0,0.18,0.0499999999999999,0.12,0.01,-0.2616495891895856,0.2270711099211401
1967,1967.0,0.17,0.04,0.12,0.01,-0.2616495891895856,0.2270711099211401
1968,1968.0,0.17,0.04,0.12,0.01,-0.2616495891895856,0.2270711099211401
1969,1969.0,0.18,0.04,0.12,0.0199999999999999,-0.2616495891895856,0.2270711099211401
1970,1970.0,0.17,0.0399999999999999,0.12,0.01,-0.2616495891895856,0.2270711099211401
1971,1971.0,0.17,0.0399999999999999,0.12,0.01,-0.2616495891895856,0.2270711099211401
1972,1972.0,0.15,0.03,0.12,0.0,-0.2616495891895856,0.2270711099211401
1973,1973.0,0.15,0.0199999999999999,0.12,0.01,-0.2616495891895856,0.2270711099211401
1974,1974.0,0.14,0.0199999999999999,0.12,2.7755575615628914e-17,-0.2616495891895856,0.2270711099211401
1975,1975.0,0.14,0.0199999999999999,0.12,2.7755575615628914e-17,-0.2616495891895856,0.2270711099211401
1976,1976.0,0.15,0.01,0.12,0.0199999999999999,-0.2616495891895856,0.2270711099211401
1977,1977.0,0.14,0.0099999999999999,0.12,0.01,-0.2616495891895856,0.2270711099211401
1978,1978.0,0.13,0.0,0.12,0.01,-0.2616495891895856,0.2270711099211401
1979,1979.0,0.13,0.0,0.12,0.01,-0.2616495891895856,0.2270711099211401
1980,1980.0,0.13,0.0,0.12,0.01,-0.2616495891895856,0.2270711099211401
1981,1981.0,0.14,0.01,0.12,0.01,-0.2616495891895856,0.2270711099211401
1982,1982.0,0.14,0.01,0.12,0.01,-0.2616495891895856,0.2270711099211401
1983,1983.0,0.13,0.0,0.12,0.01,-0.2616495891895856,0.2270711099211401
1984,1984.0,0.12,-0.01,0.12,0.01,-0.2616495891895856,0.2270711099211401
1985,1985.0,0.11,-0.02,0.12,0.01,-0.2616495891895856,0.2270711099211401
1986,1986.0,0.1,-0.02,0.12,1.3877787807814457e-17,-0.2616495891895856,0.2270711099211401
1987,1987.0,0.11,-0.0199999999999999,0.12,0.0099999999999999,-0.2616495891895856,0.2270711099211401
1988,1988.0,0.1,-0.02,0.12,2.7755575615628914e-17,-0.2616495891895856,0.2270711099211401
1989,1989.0,0.1,-0.03,0.12,0.01,-0.2616495891895856,0.2270711099211401
1990,1990.0,0.09,-0.04,0.12,0.01,-0.2616495891895856,0.2270711099211401
1991,1991.0,0.09,-0.04,0.12,0.01,-0.2616495891895856,0.2270711099211401
1992,1992.0,0.09,-0.04,0.12,0.01,-0.2616495891895856,0.2270711099211401
1993,1993.0,0.1,-0.03,0.12,0.01,-0.2616495891895856,0.2270711099211401
1994,1994.0,0.09,-0.04,0.12,0.01,-0.2616495891895856,0.2270711099211401
1995,1995.0,0.08,-0.05,0.12,0.01,-0.2616495891895856,0.2270711099211401
1996,1996.0,0.07,-0.06,0.12,0.01,-0.2616495891895856,0.2270711099211401
1997,1997.0,0.06,-0.07,0.12,0.01,-0.2616495891895856,0.2270711099211401
1998,1998.0,0.06,-0.0799999999999999,0.12,0.0199999999999999,-0.2616495891895856,0.2270711099211401
1999,1999.0,0.05,-0.08,0.12,0.01,-0.2616495891895856,0.2270711099211401
2000,2000.0,0.05,-0.08,0.12,0.01,-0.2616495891895856,0.2270711099211401
2001,2001.0,0.04,-0.09,0.12,0.01,-0.2616495891895856,0.2270711099211401
2002,2002.0,0.04,-0.0999999999999999,0.12,0.02,-0.2616495891895856,0.2270711099211401
2003,2003.0,0.03,-0.1,0.12,0.01,-0.2616495891895856,0.2270711099211401
2004,2004.0,0.03,-0.1099999999999999,0.12,0.0199999999999999,-0.2616495891895856,0.2270711099211401
2005,2005.0,0.03,-0.11,0.12,0.02,-0.2616495891895856,0.2270711099211401
2006,2006.0,0.02,-0.11,0.12,0.01,-0.2616495891895856,0.2270711099211401
2007,2007.0,0.02,-0.12,0.12,0.02,-0.2616495891895856,0.2270711099211401
2008,2008.0,0.02,-0.12,0.12,0.02,-0.2616495891895856,0.2270711099211401
2009,2009.0,0.02,-0.12,0.12,0.02,-0.2616495891895856,0.2270711099211401
2010,2010.0,0.02,-0.12,0.12,0.02,-0.2616495891895856,0.2270711099211401
2011,2011.0,0.01,-0.13,0.12,0.02,-0.2616495891895856,0.2270711099211401
2012,2012.0,0.01,-0.13,0.12,0.02,-0.2616495891895856,0.2270711099211401
2013,2013.0,0.01,-0.13,0.12,0.02,-0.2616495891895856,0.2270711099211401
2014,2014.0,0.01,-0.13,0.12,0.02,-0.2616495891895856,0.2270711099211401
2015,2015.0,0.01,-0.13,0.12,0.02,-0.2616495891895856,0.2270711099211401
2016,2016.0,0.01,-0.125,0.12,0.015,-0.2616495891895856,0.2270711099211401
2017,2017.0,0.01,-0.13,0.12,0.02,-0.2616495891895856,0.2270711099211401
2018,2018.0,0.01,-0.13,0.12,0.02,-0.2616495891895856,0.2270711099211401
2019,2019.0,0.01,-0.13,0.12,0.02,-0.2616495891895856,0.2270711099211401
2020,2020.0,0.01,-0.13,0.12,0.02,-0.2616495891895856,0.2270711099211401
2021,2021.0,0.01,-0.13,0.12,0.02,-0.2616495891895856,0.2270711099211401
2022,2022.0,0.01,-0.13,0.12,0.02,-0.2616495891895856,0.2270711099211401
2023,2023.0,0.01,-0.13,0.12,0.02,-0.2616495891895856,0.2270711099211401
2024,2024.0,0.0,-0.13,0.12,0.01,-0.2616495891895856,0.2270711099211401
2025,2025.0,0.0,-0.1362499999999999,0.12,0.0162499999999999,-0.2616495891895856,0.2270711099211401
2026,2026.0,0.0,-0.14,0.12,0.02,-0.2616495891895856,0.2270711099211401
2027,2027.0,0.0,-0.14,0.12,0.02,-0.2616495891895856,0.2270711099211401
2028,2028.0,0.0,-0.14,0.12,0.02,-0.2616495891895856,0.2270711099211401
2029,2029.0,0.0,-0.14,0.12,0.02,-0.2616495891895856,0.2270711099211401
2030,2030.0,0.0,-0.14,0.12,0.02,-0.2616495891895856,0.2270711099211401
2031,2031.0,0.0,-0.14,0.1225,0.0175,-0.2616495891895856,0.2270711099211401
2032,2032.0,0.0,-0.14,0.1275,0.0125,-0.2616495891895856,0.2270711099211401
2033,2033.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2034,2034.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2035,2035.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2036,2036.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2037,2037.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2038,2038.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2039,2039.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2040,2040.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2041,2041.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2042,2042.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2043,2043.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2044,2044.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2045,2045.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2046,2046.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2047,2047.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2048,2048.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2049,2049.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2050,2050.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2051,2051.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2052,2052.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2053,2053.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2054,2054.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2055,2055.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2056,2056.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2057,2057.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2058,2058.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2059,2059.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2060,2060.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2061,2061.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2062,2062.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2063,2063.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2064,2064.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2065,2065.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2066,2066.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2067,2067.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2068,2068.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2069,2069.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2070,2070.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2071,2071.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2072,2072.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2073,2073.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2074,2074.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2075,2075.0,0.0,-0.14,0.13,0.01,-0.2616495891895856,0.2270711099211401
2076,2076.0,0.01,-0.13,0.13,0.0099999999999999,-0.2616495891895856,0.2270711099211401
2077,2077.0,0.01,-0.13,0.13,0.0099999999999999,-0.2616495891895856,0.2270711099211401
2078,2078.0,0.01,-0.13,0.13,0.0099999999999999,-0.2616495891895856,0.2270711099211401
2079,2079.0,0.01,-0.13,0.13,0.0099999999999999,-0.2616495891895856,0.2270711099211401
2080,2080.0,0.01,-0.13,0.13,0.0099999999999999,-0.2616495891895856,0.2270711099211401
2081,2081.0,0.02,-0.12,0.13,0.01,-0.2616495891895856,0.2270711099211401
2082,2082.0,0.02,-0.12,0.13,0.01,-0.2616495891895856,0.2270711099211401
2083,2083.0,0.02,-0.12,0.13,0.01,-0.2616495891895856,0.2270711099211401
2084,2084.0,0.03,-0.11,0.13,0.01,-0.2616495891895856,0.2270711099211401
2085,2085.0,0.03,-0.1099999999999999,0.13,0.0099999999999999,-0.2616495891895856,0.2270711099211401
2086,2086.0,0.04,-0.1,0.13,0.01,-0.2616495891895856,0.2270711099211401
2087,2087.0,0.05,-0.09,0.13,0.0099999999999999,-0.2616495891895856,0.2270711099211401
2088,2088.0,0.06,-0.0799999999999999,0.13,0.0099999999999999,-0.2616495891895856,0.2270711099211401
2089,2089.0,0.07,-0.07,0.13,0.01,-0.2616495891895856,0.2270711099211401
2090,2090.0,0.08,-0.06,0.13,0.0099999999999999,-0.2616495891895856,0.2270711099211401
2091,2091.0,0.09,-0.0499999999999999,0.13,0.0099999999999999,-0.2616495891895856,0.2270711099211401
2092,2092.0,0.11,-0.03,0.13,0.0099999999999999,-0.2616495891895856,0.2270711099211401
2093,2093.0,0.13,-0.0099999999999999,0.13,0.0099999999999999,-0.2616495891895856,0.2270711099211401
2094,2094.0,0.15,0.01,0.13,0.0099999999999999,-0.2616495891895856,0.2270711099211401
2095,2095.0,0.18,0.0399999999999999,0.13,0.01,-0.2616495891895856,0.2270711099211401
2096,2096.0,0.2,0.06,0.13,0.01,-0.2616495891895856,0.2270711099211401
2097,2097.0,0.23,0.09,0.13,0.01,-0.2616495891895856,0.2270711099211401
2098,2098.0,0.26,0.12,0.13,0.01,-0.2616495891895856,0.2270711099211401
2099,2099.0,0.3,0.1599999999999999,0.13,0.01,-0.2616495891895856,0.2270711099211401
2100,2100.0,0.33,0.2,0.13,0.0,-0.2616495891895856,0.2270711099211401
2101,2101.0,0.39,0.24,0.13,0.02,-0.2616495891895856,0.2270711099211401
2102,2102.0,0.42,0.2799999999999999,0.13,0.01,-0.2616495891895856,0.2270711099211401
2103,2103.0,0.47,0.3199999999999999,0.13,0.02,-0.2616495891895856,0.2270711099211401
2104,2104.0,0.51,0.365,0.13,0.015,-0.2616495891895856,0.2270711099211401
2105,2105.0,0.56,0.41,0.13,0.02,-0.2616495891895856,0.2270711099211401
2106,2106.0,0.61,0.4649999999999999,0.13,0.015,-0.2616495891895856,0.2270711099211401
2107,2107.0,0.65,0.51,0.13,0.01,-0.2616495891895856,0.2270711099211401
2108,2108.0,0.69,0.5499999999999999,0.13,0.01,-0.2616495891895856,0.2270711099211401
2109,2109.0,0.72,0.575,0.13,0.015,-0.2616495891895856,0.2270711099211401
2110,2110.0,0.73,0.595,0.13,0.005,-0.2616495891895856,0.2270711099211401
2111,2111.0,0.75,0.615,0.13,0.005,-0.2616495891895856,0.2270711099211401
2112,2112.0,0.76,0.6174999999999999,0.13,0.0125,-0.2616495891895856,0.2270711099211401
2113,2113.0,0.77,0.625,0.13,0.015,-0.2616495891895856,0.2270711099211401
2114,2114.0,0.76,0.63,0.13,0.0,-0.2616495891895856,0.2270711099211401
2115,2115.0,0.74,0.6,0.13,0.01,-0.2616495891895856,0.2270711099211401
2116,2116.0,0.69,0.5549999999999999,0.13,0.005,-0.2616495891895856,0.2270711099211401
2117,2117.0,0.63,0.495,0.13,0.005,-0.2616495891895856,0.2270711099211401
2118,2118.0,0.6,0.4574999999999999,0.13,0.0125,-0.2616495891895856,0.2270711099211401
2119,2119.0,0.56,0.43,0.13,5.551115123125783e-17,-0.2616495891895856,0.2270711099211401
2120,2120.0,0.55,0.415,0.13,0.005,-0.2616495891895856,0.2270711099211401
2121,2121.0,0.51,0.3725,0.13,0.0075,-0.2616495891895856,0.2270711099211401
2122,2122.0,0.45,0.3149999999999999,0.13,0.005,-0.2616495891895856,0.2270711099211401
2123,2123.0,0.39,0.25,0.13,0.01,-0.2616495891895856,0.2270711099211401
2124,2124.0,0.34,0.2,0.13,0.01,-0.2616495891895856,0.2270711099211401
2125,2125.0,0.31,0.18,0.13,0.0,-0.2616495891895856,0.2270711099211401
2126,2126.0,0.29,0.1549999999999999,0.13,0.005,-0.2616495891895856,0.2270711099211401
2127,2127.0,0.27,0.135,0.13,0.005,-0.2616495891895856,0.2270711099211401
2128,2128.0,0.26,0.115,0.13,0.015,-0.2616495891895856,0.2270711099211401
2129,2129.0,0.23,0.0949999999999999,0.13,0.005,-0.2616495891895856,0.2270711099211401
2130,2130.0,0.21,0.075,0.13,0.0049999999999999,-0.2616495891895856,0.2270711099211401
2131,2131.0,0.2,0.065,0.13,0.005,-0.2616495891895856,0.2270711099211401
2132,2132.0,0.19,0.055,0.13,0.0049999999999999,-0.2616495891895856,0.2270711099211401
2133,2133.0,0.18,0.0499999999999999,0.13,0.0,-0.2616495891895856,0.2270711099211401
2134,2134.0,0.17,0.0399999999999999,0.13,2.7755575615628914e-17,-0.2616495891895856,0.2270711099211401
2135,2135.0,0.16,0.03,0.13,0.0,-0.2616495891895856,0.2270711099211401
2136,2136.0,0.15,0.0199999999999999,0.13,0.0,-0.2616495891895856,0.2270711099211401
2137,2137.0,0.15,0.015,0.13,0.0049999999999999,-0.2616495891895856,0.2270711099211401
2138,2138.0,0.15,0.01,0.13,0.0099999999999999,-0.2616495891895856,0.2270711099211401
2139,2139.0,0.14,0.01,0.13,0.0,-0.2616495891895856,0.2270711099211401
2140,2140.0,0.13,0.0099999999999999,0.13,-0.0099999999999999,-0.2616495891895856,0.2270711099211401
2141,2141.0,0.13,0.0,0.13,0.0,-0.2616495891895856,0.2270711099211401
2142,2142.0,0.13,0.0,0.13,0.0,-0.2616495891895856,0.2270711099211401
2143,2143.0,0.13,0.0,0.13,0.0,-0.2616495891895856,0.2270711099211401
2144,2144.0,0.12,0.0,0.13,-0.01,-0.2616495891895856,0.2270711099211401
2145,2145.0,0.12,-0.0099999999999999,0.13,-2.7755575615628914e-17,-0.2616495891895856,0.2270711099211401
2146,2146.0,0.12,-0.0049999999999999,0.13,-0.005,-0.2616495891895856,0.2270711099211401
2147,2147.0,0.12,-0.0099999999999999,0.13,-2.7755575615628914e-17,-0.2616495891895856,0.2270711099211401
2148,2148.0,0.12,-0.0099999999999999,0.13,-1.3877787807814457e-17,-0.2616495891895856,0.2270711099211401
2149,2149.0,0.12,-0.0099999999999999,0.13,-2.0816681711721685e-17,-0.2616495891895856,0.2270711099211401
2150,2150.0,0.12,-0.0099999999999999,0.13,-2.7755575615628914e-17,-0.2616495891895856,0.2270711099211401
2151,2151.0,0.12,-0.0099999999999999,0.13,-2.0816681711721685e-17,-0.2616495891895856,0.2270711099211401
2152,2152.0,0.12,-0.0049999999999999,0.13,-0.005,-0.2616495891895856,0.2270711099211401
2153,2153.0,0.12,-0.0099999999999999,0.13,-2.7755575615628914e-17,-0.2616495891895856,0.2270711099211401
2154,2154.0,0.12,0.0,0.13,-0.01,-0.2616495891895856,0.2270711099211401
2155,2155.0,0.13,0.0,0.13,0.0,-0.2616495891895856,0.2270711099211401
2156,2156.0,0.12,0.0,0.13,-0.01,-0.2616495891895856,0.2270711099211401
2157,2157.0,0.13,0.0,0.13,0.0,-0.2616495891895856,0.2270711099211401
2158,2158.0,0.12,0.0,0.13,-0.01,-0.2616495891895856,0.2270711099211401
2159,2159.0,0.12,0.0,0.13,-0.01,-0.2616495891895856,0.2270711099211401
2160,2160.0,0.12,0.0,0.13,-0.01,-0.2616495891895856,0.2270711099211401
2161,2161.0,0.13,0.0,0.13,0.0,-0.2616495891895856,0.2270711099211401
2162,2162.0,0.13,0.0,0.13,0.0,-0.2616495891895856,0.2270711099211401
2163,2163.0,0.13,0.0,0.13,0.0,-0.2616495891895856,0.2270711099211401
2164,2164.0,0.13,0.0,0.13,0.0,-0.2616495891895856,0.2270711099211401
2165,2165.0,0.12,0.0,0.13,-0.01,-0.2616495891895856,0.2270711099211401
2166,2166.0,0.13,0.0,0.13,0.0,-0.2616495891895856,0.2270711099211401
2167,2167.0,0.13,0.0,0.13,0.0,-0.2616495891895856,0.2270711099211401
2168,2168.0,0.12,0.0,0.13,-0.01,-0.2616495891895856,0.2270711099211401
2169,2169.0,0.12,0.0,0.13,-0.01,-0.2616495891895856,0.2270711099211401
2170,2170.0,0.12,0.0,0.13,-0.01,-0.2616495891895856,0.2270711099211401
2171,2171.0,0.13,0.0,0.13,0.0,-0.2616495891895856,0.2270711099211401
2172,2172.0,0.12,0.0,0.13,-0.01,-0.2616495891895856,0.2270711099211401
2173,2173.0,0.13,0.0,0.13,0.0,-0.2616495891895856,0.2270711099211401
2174,2174.0,0.13,0.0,0.13,0.0,-0.2616495891895856,0.2270711099211401
2175,2175.0,0.13,0.0,0.13,0.0,-0.2616495891895856,0.2270711099211401
2176,2176.0,0.13,0.0,0.13,0.0,-0.2616495891895856,0.2270711099211401
2177,2177.0,0.13,0.0,0.13,0.0,-0.2616495891895856,0.2270711099211401
2178,2178.0,0.13,0.0,0.13,0.0,-0.2616495891895856,0.2270711099211401
2179,2179.0,0.13,0.0,0.13,0.0,-0.2616495891895856,0.2270711099211401
2180,2180.0,0.13,0.0,0.13,0.0,-0.2616495891895856,0.2270711099211401
2181,2181.0,0.13,0.0,0.13,0.0,-0.2616495891895856,0.2270711099211401
2182,2182.0,0.13,0.0,0.13,0.0,-0.2616495891895856,0.2270711099211401
2183,2183.0,0.13,0.0,0.13,0.0,-0.2616495891895856,0.2270711099211401
2184,2184.0,0.13,0.0,0.13,0.0,-0.2616495891895856,0.2270711099211401
2185,2185.0,0.13,0.0099999999999999,0.13,-0.0099999999999999,-0.2616495891895856,0.2270711099211401
2186,2186.0,0.14,0.01,0.13,0.0,-0.2616495891895856,0.2270711099211401
2187,2187.0,0.14,0.0099999999999999,0.13,2.0816681711721685e-17,-0.2616495891895856,0.2270711099211401
2188,2188.0,0.13,0.01,0.13,-0.01,-0.2616495891895856,0.2270711099211401
2189,2189.0,0.13,0.0099999999999999,0.13,-0.0099999999999999,-0.2616495891895856,0.2270711099211401
2190,2190.0,0.13,0.0099999999999999,0.13,-0.0099999999999999,-0.2616495891895856,0.2270711099211401
2191,2191.0,0.14,0.0099999999999999,0.13,2.0816681711721685e-17,-0.2616495891895856,0.2270711099211401
2192,2192.0,0.13,0.0099999999999999,0.13,-0.0099999999999999,-0.2616495891895856,0.2270711099211401
2193,2193.0,0.13,0.0099999999999999,0.13,-0.0099999999999999,-0.2616495891895856,0.2270711099211401
2194,2194.0,0.13,0.0099999999999999,0.13,-0.0099999999999999,-0.2616495891895856,0.2270711099211401
2195,2195.0,0.13,0.0,0.13,0.0,-0.2616495891895856,0.2270711099211401
2196,2196.0,0.13,0.0099999999999999,0.13,-0.0099999999999999,-0.2616495891895856,0.2270711099211401
2197,2197.0,0.14,0.0125,0.13,-0.0025,-0.2616495891895856,0.2270711099211401
2198,2198.0,0.14,0.0199999999999999,0.13,-0.0099999999999999,-0.2616495891895856,0.2270711099211401
2199,2199.0,0.15,0.0199999999999999,0.13,0.0,-0.2616495891895856,0.2270711099211401
2200,2200.0,0.14,0.0199999999999999,0.13,-0.0099999999999999,-0.2616495891895856,0.2270711099211401
2201,2201.0,0.14,0.0199999999999999,0.13,-0.0099999999999999,-0.2616495891895856,0.2270711099211401
2202,2202.0,0.14,0.02,0.13,-0.01,-0.2616495891895856,0.2270711099211401
2203,2203.0,0.15,0.0225,0.13,-0.0025,-0.2616495891895856,0.2270711099211401
2204,2204.0,0.15,0.03,0.13,-0.01,-0.2616495891895856,0.2270711099211401
2205,2205.0,0.15,0.03,0.13,-0.01,-0.2616495891895856,0.2270711099211401
2206,2206.0,0.15,0.03,0.13,-0.01,-0.2616495891895856,0.2270711099211401
2207,2207.0,0.16,0.03,0.13,-6.938893903907228e-18,-0.2616495891895856,0.2270711099211401
2208,2208.0,0.17,0.0424999999999999,0.13,-0.0024999999999999,-0.2616495891895856,0.2270711099211401
2209,2209.0,0.19,0.06,0.13,0.0,-0.2616495891895856,0.2270711099211401
2210,2210.0,0.19,0.06,0.13,-6.938893903907228e-18,-0.2616495891895856,0.2270711099211401
2211,2211.0,0.19,0.065,0.13,-0.005,-0.2616495891895856,0.2270711099211401
2212,2212.0,0.19,0.0699999999999999,0.13,-0.0099999999999999,-0.2616495891895856,0.2270711099211401
2213,2213.0,0.2,0.07,0.13,0.0,-0.2616495891895856,0.2270711099211401
2214,2214.0,0.22,0.0949999999999999,0.13,-0.0049999999999999,-0.2616495891895856,0.2270711099211401
2215,2215.0,0.26,0.13,0.13,0.0,-0.2616495891895856,0.2270711099211401
2216,2216.0,0.27,0.14,0.13,0.0,-0.2616495891895856,0.2270711099211401
2217,2217.0,0.26,0.13,0.13,0.0,-0.2616495891895856,0.2270711099211401
2218,2218.0,0.26,0.13,0.13,0.0,-0.2616495891895856,0.2270711099211401
2219,2219.0,0.28,0.15,0.13,0.0,-0.2616495891895856,0.2270711099211401
2220,2220.0,0.33,0.205,0.13,-0.0049999999999999,-0.2616495891895856,0.2270711099211401
2221,2221.0,0.45,0.31,0.13,0.01,-0.2616495891895856,0.2270711099211401
2222,2222.0,0.47,0.3399999999999999,0.13,0.0,-0.2616495891895856,0.2270711099211401
2223,2223.0,0.43,0.3,0.13,0.0,-0.2616495891895856,0.2270711099211401
2224,2224.0,0.4,0.27,0.13,0.0,-0.2616495891895856,0.2270711099211401
2225,2225.0,0.38,0.25,0.13,0.0,-0.2616495891895856,0.2270711099211401
2226,2226.0,0.41,0.2799999999999999,0.13,0.0,-0.2616495891895856,0.2270711099211401
2227,2227.0,0.53,0.4,0.13,0.0,-0.2616495891895856,0.2270711099211401
2228,2228.0,0.59,0.4499999999999999,0.13,0.01,-0.2616495891895856,0.2270711099211401
2229,2229.0,0.55,0.42,0.13,0.0,-0.2616495891895856,0.2270711099211401
2230,2230.0,0.49,0.37,0.13,-0.01,-0.2616495891895856,0.2270711099211401
2231,2231.0,0.46,0.3399999999999999,0.13,-0.0099999999999999,-0.2616495891895856,0.2270711099211401
2232,2232.0,0.46,0.33,0.13,0.0,-0.2616495891895856,0.2270711099211401
2233,2233.0,0.53,0.4,0.13,0.0,-0.2616495891895856,0.2270711099211401
2234,2234.0,0.57,0.4299999999999999,0.13,0.01,-0.2616495891895856,0.2270711099211401
2235,2235.0,0.55,0.41,0.13,0.01,-0.2616495891895856,0.2270711099211401
